ESTIMULO,PALABRAS,FRECUENCIA,TIEMPO (S),% ASOCIACION,id
abeja,,,,,0
abeja,miel,137,"3,28","498,182",1
abeja,picar,23,"3,71","83,636",2
abeja,picadura,18,"4,21","65,455",3
abeja,reina,8,"3,00","29,091",4
abeja,amarillo,7,"4,78","25,455",5
abeja,flor,6,"2,74","21,818",6
abeja,polen,6,"4,94","21,818",7
abeja,panal,6,"5,18","21,818",8
abeja,zumbido,6,"4,68","21,818",9
abeja,aguijón,5,"5,07","18,182",10
abeja,colmena,5,"4,80","18,182",11
abeja,volar,5,"4,59","18,182",12
abeja,dolor,4,"4,74","14,545",13
abeja,insecto,4,"5,18","14,545",14
abeja,animal,3,"3,51","10,909",15
abeja,avispa,3,"4,97","10,909",16
abeja,mosca,3,"5,25","10,909",17
abeja,raya,2,"6,49","0,7273",18
abeja,alergia,1,"3,93","0,3636",19
abeja,amarillo negro,1,"7,51","0,3636",20
abeja,bicho,1,"3,36","0,3636",21
abeja,campo,1,"3,64","0,3636",22
abeja,dulce,1,"4,81","0,3636",23
abeja,hormiga,1,"3,93","0,3636",24
abeja,jardín,1,"5,32","0,3636",25
abeja,libar,1,"2,47","0,3636",26
abeja,miope,1,"3,50","0,3636",27
abeja,molestia,1,"9,12","0,3636",28
abeja,natación,1,"9,58","0,3636",29
abeja,pequeña,1,"3,88","0,3636",30
abeja,roncha,1,"3,78","0,3636",31
abeja,trabajadora,1,"3,76","0,3636",32
abeja,viaje,1,"2,62","0,3636",33
abeja,vieja,1,"6,21","0,3636",34
abeja,yo,1,"6,78","0,3636",35
abrigo,,,,,36
abrigo,frío,141,"3,32","466,887",37
abrigo,caliente,28,"4,60","92,715",38
abrigo,calor,22,"3,83","72,848",39
abrigo,suéter,12,"5,14","39,735",40
abrigo,tapar,11,"3,68","36,424",41
abrigo,cubrir,9,"5,36","29,801",42
abrigo,invierno,7,"5,99","23,179",43
abrigo,abrigar,6,"4,53","19,868",44
abrigo,cálido,4,"4,24","13,245",45
abrigo,piel,4,"5,10","13,245",46
abrigo,ropa,4,"3,03","13,245",47
abrigo,chamarra,3,"5,54","0,9934",48
abrigo,cobijar,3,"3,77","0,9934",49
abrigo,lana,3,"3,51","0,9934",50
abrigo,calentar,2,"2,85","0,6623",51
abrigo,calentarse,2,"4,43","0,6623",52
abrigo,elegante,2,"4,81","0,6623",53
abrigo,mujer,2,"3,97","0,6623",54
abrigo,peludo,2,"5,62","0,6623",55
abrigo,protección,2,"5,92","0,6623",56
abrigo,proteger,2,"4,45","0,6623",57
abrigo,abrazo,1,"9,55","0,3311",58
abrigo,aire,1,"5,59","0,3311",59
abrigo,bidón,1,"2,94","0,3311",60
abrigo,botón,1,"4,40","0,3311",61
abrigo,chico,1,"3,48","0,3311",62
abrigo,closet,1,"0,00","0,3311",63
abrigo,cobija,1,"6,23","0,3311",64
abrigo,cobijo,1,"4,64","0,3311",65
abrigo,cuidar,1,"3,21","0,3311",66
abrigo,dama,1,"3,61","0,3311",67
abrigo,de piel,1,"3,92","0,3311",68
abrigo,desabrigo,1,"5,55","0,3311",69
abrigo,fino,1,"2,92","0,3311",70
abrigo,gabardina,1,"4,65","0,3311",71
abrigo,grande,1,"5,79","0,3311",72
abrigo,grueso,1,"4,29","0,3311",73
abrigo,mamá,1,"2,93","0,3311",74
abrigo,oso,1,"3,42","0,3311",75
abrigo,pato,1,"6,67","0,3311",76
abrigo,peluche,1,"9,00","0,3311",77
abrigo,persona,1,"3,65","0,3311",78
abrigo,pesado,1,"2,17","0,3311",79
abrigo,resguardo,1,"2,54","0,3311",80
abrigo,saco,1,"2,49","0,3311",81
abrigo,suave,1,"1,67","0,3311",82
abrigo,tela,1,"2,17","0,3311",83
abrigo,verde,1,"4,78","0,3311",84
abrigo,Vogue,1,"6,34","0,3311",85
agua,,,,,86
agua,sed,36,"3,71","130,909",87
agua,beber,24,"3,04","87,273",88
agua,tomar,18,"3,43","65,455",89
agua,vida,18,"3,53","65,455",90
agua,fresca,16,"3,76","58,182",91
agua,fría,12,"3,67","43,636",92
agua,manguera,12,"4,44","43,636",93
agua,limpia,11,"4,57","40,000",94
agua,líquido,8,"4,60","29,091",95
agua,azul,7,"3,92","25,455",96
agua,clara,7,"4,21","25,455",97
agua,potable,7,"4,49","25,455",98
agua,bebida,5,"4,43","18,182",99
agua,pureza,4,"6,03","14,545",100
agua,bañar,3,"4,21","10,909",101
agua,dulce,3,"5,30","10,909",102
agua,hidratación,3,"8,79","10,909",103
agua,limón,3,"5,12","10,909",104
agua,limpieza,3,"6,18","10,909",105
agua,mojar,3,"6,22","10,909",106
agua,salud,3,"6,09","10,909",107
agua,transparente,3,"7,04","10,909",108
agua,casa,2,"4,42","0,7273",109
agua,corriente,2,"5,14","0,7273",110
agua,embotellada,2,"3,82","0,7273",111
agua,hidratar,2,"5,19","0,7273",112
agua,jugo,2,"2,72","0,7273",113
agua,llave,2,"4,35","0,7273",114
agua,lluvia,2,"1,95","0,7273",115
agua,natural,2,"4,81","0,7273",116
agua,necesaria,2,"6,63","0,7273",117
agua,piscina,2,"4,81","0,7273",118
agua,refrescante,2,"4,52","0,7273",119
agua,refresco,2,"4,43","0,7273",120
agua,saludable,2,"5,35","0,7273",121
agua,vital,2,"4,42","0,7273",122
agua,alegría,1,"4,70","0,3636",123
agua,arándano,1,"4,57","0,3636",124
agua,botella,1,"6,06","0,3636",125
agua,caliente,1,"6,90","0,3636",126
agua,correr,1,"1,64","0,3636",127
agua,desperdiciar,1,"6,77","0,3636",128
agua,ecología,1,"4,35","0,3636",129
agua,elemento,1,"5,30","0,3636",130
agua,energía,1,"8,91","0,3636",131
agua,exquisita,1,"7,13","0,3636",132
agua,fluir,1,"3,20","0,3636",133
agua,fresa,1,"5,66","0,3636",134
agua,fruta,1,"5,35","0,3636",135
agua,H2O,1,"4,21","0,3636",136
agua,incolora,1,"6,45","0,3636",137
agua,indispensable,1,"7,73","0,3636",138
agua,ligera,1,"4,34","0,3636",139
agua,litro,1,"2,25","0,3636",140
agua,mar,1,"3,33","0,3636",141
agua,mojarse,1,"2,08","0,3636",142
agua,nutrir,1,"2,91","0,3636",143
agua,pura,1,"4,03","0,3636",144
agua,refrescar,1,"5,47","0,3636",145
agua,río,1,"4,65","0,3636",146
agua,sabor,1,"6,38","0,3636",147
agua,salada,1,"4,50","0,3636",148
agua,sucia,1,"2,88","0,3636",149
agua,tibia,1,"5,84","0,3636",150
agua,tierra,1,"3,74","0,3636",151
agua,vaso,1,"4,28","0,3636",152
agua,verde,1,"3,92","0,3636",153
alberca,,,,,154
alberca,agua,136,"2,93","448,845",155
alberca,nadar,67,"3,20","221,122",156
alberca,diversión,10,"5,20","33,003",157
alberca,vacaciones,10,"4,90","33,003",158
alberca,calor,8,"3,63","26,403",159
alberca,fiesta,5,"5,14","16,502",160
alberca,piscina,5,"5,65","16,502",161
alberca,azul,4,"3,40","13,201",162
alberca,clavado,4,"6,41","13,201",163
alberca,bañar,3,"3,60","0,9901",164
alberca,natación,3,"5,53","0,9901",165
alberca,sol,3,"3,65","0,9901",166
alberca,deporte,2,"4,16","0,6601",167
alberca,traje de baño,2,"5,88","0,6601",168
alberca,alegría,1,"2,15","0,3300",169
alberca,amigos,1,"3,20","0,3300",170
alberca,asa,1,"0,93","0,3300",171
alberca,cariño,1,"2,21","0,3300",172
alberca,chapuzón,1,"0,00","0,3300",173
alberca,cloro,1,"4,87","0,3300",174
alberca,cochera,1,"5,70","0,3300",175
alberca,convivir,1,"7,20","0,3300",176
alberca,desestrés,1,"2,73","0,3300",177
alberca,día,1,"3,58","0,3300",178
alberca,felicidad,1,"3,62","0,3300",179
alberca,fosa,1,"5,04","0,3300",180
alberca,fresco,1,"9,99","0,3300",181
alberca,fría,1,"1,93","0,3300",182
alberca,jardín,1,"4,98","0,3300",183
alberca,miedo,1,"4,14","0,3300",184
alberca,mojado,1,"4,03","0,3300",185
alberca,patio,1,"4,40","0,3300",186
alberca,placer,1,"5,54","0,3300",187
alberca,profunda,1,"7,12","0,3300",188
alberca,refrescante,1,"6,33","0,3300",189
alberca,refrescar,1,"5,56","0,3300",190
alberca,relajación,1,"6,03","0,3300",191
alberca,relajante,1,"9,46","0,3300",192
alberca,relajarse,1,"3,92","0,3300",193
alberca,resbaladilla,1,"6,79","0,3300",194
alberca,salto,1,"2,14","0,3300",195
alberca,tomate,1,"3,57","0,3300",196
alberca,traje,1,"3,24","0,3300",197
alberca,verano,1,"6,42","0,3300",198
alberca,viaje,1,"4,80","0,3300",199
almohada,,,,,200
almohada,dormir,175,"3,13","577,558",201
almohada,cama,50,"3,04","165,017",202
almohada,sueño,12,"4,59","39,604",203
almohada,descanso,11,"5,69","36,304",204
almohada,plumas,8,"3,57","26,403",205
almohada,cobija,5,"3,86","16,502",206
almohada,comodidad,4,"3,74","13,201",207
almohada,suave,4,"3,31","13,201",208
almohada,cómoda,3,"3,36","0,9901",209
almohada,blanda,2,"5,40","0,6601",210
almohada,cabeza,2,"4,92","0,6601",211
almohada,cojín,2,"4,90","0,6601",212
almohada,descansar,2,"3,75","0,6601",213
almohada,sillón,2,"3,06","0,6601",214
almohada,soñar,2,"2,00","0,6601",215
almohada,algodón,1,"8,95","0,3300",216
almohada,azul,1,"5,45","0,3300",217
almohada,cobertor,1,"6,60","0,3300",218
almohada,colchón,1,"2,85","0,3300",219
almohada,confort,1,"0,00","0,3300",220
almohada,confortable,1,"3,81","0,3300",221
almohada,delicada,1,"4,79","0,3300",222
almohada,funda,1,"3,06","0,3300",223
almohada,grande,1,"4,74","0,3300",224
almohada,hada,1,"4,39","0,3300",225
almohada,incómoda,1,"5,32","0,3300",226
almohada,José José,1,"4,79","0,3300",227
almohada,noche,1,"3,90","0,3300",228
almohada,recargar,1,"4,23","0,3300",229
almohada,reconfortante,1,"7,01","0,3300",230
almohada,soporte,1,"5,01","0,3300",231
araña,,,,,232
araña,insecto,36,"5,00","118,812",233
araña,telaraña,28,"6,42","92,409",234
araña,miedo,27,"3,32","89,109",235
araña,patas,24,"4,00","79,208",236
araña,animal,23,"3,58","75,908",237
araña,fea,14,"3,97","46,205",238
araña,picar,13,"3,73","42,904",239
araña,negra,12,"4,77","39,604",240
araña,veneno,9,"5,31","29,703",241
araña,alacrán,6,"4,43","19,802",242
araña,bicho,6,"3,99","19,802",243
araña,mala,4,"3,86","13,201",244
araña,mosca,4,"4,98","13,201",245
araña,picadura,4,"5,35","13,201",246
araña,venenosa,4,"6,92","13,201",247
araña,hombre,3,"4,22","0,9901",248
araña,horrible,3,"5,96","0,9901",249
araña,matar,3,"3,42","0,9901",250
araña,mordida,3,"5,95","0,9901",251
araña,patona,3,"5,20","0,9901",252
araña,peluda,3,"6,01","0,9901",253
araña,ponzoñosa,3,"5,71","0,9901",254
araña,Spiderman,3,"5,58","0,9901",255
araña,tarántula,3,"5,18","0,9901",256
araña,arácnido,2,"3,62","0,6601",257
araña,asco,2,"5,46","0,6601",258
araña,cucaracha,2,"6,98","0,6601",259
araña,fobia,2,"3,50","0,6601",260
araña,gusano,2,"5,88","0,6601",261
araña,hormiga,2,"6,99","0,6601",262
araña,horror,2,"4,66","0,6601",263
araña,ocho,2,"3,10","0,6601",264
araña,pared,2,"5,11","0,6601",265
araña,peligro,2,"6,93","0,6601",266
araña,red,2,"4,12","0,6601",267
araña,susto,2,"5,11","0,6601",268
araña,techo,2,"4,17","0,6601",269
araña,terror,2,"3,89","0,6601",270
araña,Alfred,1,"10,01","0,3300",271
araña,amiga,1,"5,56","0,3300",272
araña,asquerosa,1,"8,60","0,3300",273
araña,café,1,"1,68","0,3300",274
araña,caminar,1,"5,81","0,3300",275
araña,campo,1,"4,82","0,3300",276
araña,cazar,1,"9,98","0,3300",277
araña,cemento,1,"3,05","0,3300",278
araña,colmillos,1,"2,20","0,3300",279
araña,cosquillas,1,"6,05","0,3300",280
araña,genial,1,"5,59","0,3300",281
araña,interesante,1,"8,04","0,3300",282
araña,mañana,1,"9,11","0,3300",283
araña,ojos,1,"5,28","0,3300",284
araña,paciencia,1,"2,04","0,3300",285
araña,pánico,1,"9,39","0,3300",286
araña,pequeña,1,"4,55","0,3300",287
araña,pie,1,"5,84","0,3300",288
araña,pisar,1,"4,23","0,3300",289
araña,productiva,1,"2,23","0,3300",290
araña,rasguñar,1,"3,23","0,3300",291
araña,risa,1,"7,45","0,3300",292
araña,sucia,1,"8,09","0,3300",293
árbol,,,,,294
árbol,verde,35,"3,31","127,273",295
árbol,sombra,28,"4,09","101,818",296
árbol,hoja,27,"4,59","98,182",297
árbol,manzana,22,"4,30","80,000",298
árbol,fruta,19,"3,92","69,091",299
árbol,pájaro,13,"4,61","47,273",300
árbol,grande,12,"4,32","43,636",301
árbol,naturaleza,8,"5,45","29,091",302
árbol,ramas,8,"4,49","29,091",303
árbol,bosque,7,"3,86","25,455",304
árbol,planta,7,"4,75","25,455",305
árbol,trepar,7,"3,77","25,455",306
árbol,vida,7,"3,95","25,455",307
árbol,alto,5,"3,44","18,182",308
árbol,raíz,5,"4,32","18,182",309
árbol,aire,3,"5,13","10,909",310
árbol,casa,3,"3,08","10,909",311
árbol,flor,3,"3,78","10,909",312
árbol,ardilla,2,"5,40","0,7273",313
árbol,campo,2,"6,46","0,7273",314
árbol,dureza,2,"4,44","0,7273",315
árbol,frutal,2,"4,50","0,7273",316
árbol,genealógico,2,"5,21","0,7273",317
árbol,jardín,2,"6,20","0,7273",318
árbol,Navidad,2,"3,44","0,7273",319
árbol,nido,2,"3,10","0,7273",320
árbol,oxígeno,2,"6,21","0,7273",321
árbol,parque,2,"3,97","0,7273",322
árbol,tierra,2,"7,24","0,7273",323
árbol,tranquilidad,2,"4,87","0,7273",324
árbol,vegetación,2,"6,56","0,7273",325
árbol,admirar,1,"4,40","0,3636",326
árbol,bellota,1,"5,30","0,3636",327
árbol,bonito,1,"3,11","0,3636",328
árbol,caído,1,"2,09","0,3636",329
árbol,ciudad,1,"3,52","0,3636",330
árbol,colchón,1,"5,65","0,3636",331
árbol,copa,1,"2,10","0,3636",332
árbol,corral,1,"0,00","0,3636",333
árbol,cortar,1,"2,79","0,3636",334
árbol,cuidar,1,"4,29","0,3636",335
árbol,fuerte,1,"3,74","0,3636",336
árbol,juego,1,"5,11","0,3636",337
árbol,leña,1,"3,96","0,3636",338
árbol,madera,1,"5,55","0,3636",339
árbol,mandarina,1,"5,01","0,3636",340
árbol,naranjo,1,"4,48","0,3636",341
árbol,natural,1,"5,48","0,3636",342
árbol,pasto,1,"2,28","0,3636",343
árbol,rasposo,1,"5,14","0,3636",344
árbol,rayas,1,"7,16","0,3636",345
árbol,refugio,1,"4,33","0,3636",346
árbol,sol,1,"4,10","0,3636",347
árbol,subir,1,"3,34","0,3636",348
árbol,torcido,1,"3,62","0,3636",349
árbol,trébol,1,"4,32","0,3636",350
árbol,tronco,1,"5,01","0,3636",351
árbol,viejo,1,"4,09","0,3636",352
ardilla,,,,,353
ardilla,nuez,49,"4,11","161,716",354
ardilla,animal,41,"3,37","135,314",355
ardilla,árbol,40,"4,29","132,013",356
ardilla,roedor,19,"4,40","62,706",357
ardilla,bosque,14,"4,79","46,205",358
ardilla,diente,12,"3,30","39,604",359
ardilla,bonita,9,"5,52","29,703",360
ardilla,avellana,6,"6,67","19,802",361
ardilla,cacahuate,5,"5,72","16,502",362
ardilla,cola,5,"4,20","16,502",363
ardilla,perro,4,"6,01","13,201",364
ardilla,rata,4,"4,45","13,201",365
ardilla,agilidad,3,"6,30","0,9901",366
ardilla,bellota,3,"6,82","0,9901",367
ardilla,chica,3,"5,23","0,9901",368
ardilla,correr,3,"4,48","0,9901",369
ardilla,peluda,3,"3,14","0,9901",370
ardilla,traviesa,3,"5,62","0,9901",371
ardilla,amarilla,2,"4,34","0,6601",372
ardilla,escalar,2,"5,82","0,6601",373
ardilla,grande,2,"9,43","0,6601",374
ardilla,hermosa,2,"7,46","0,6601",375
ardilla,león,2,"4,05","0,6601",376
ardilla,linda,2,"3,17","0,6601",377
ardilla,pelo,2,"4,75","0,6601",378
ardilla,pequeña,2,"5,75","0,6601",379
ardilla,rabia,2,"3,31","0,6601",380
ardilla,rápida,2,"4,94","0,6601",381
ardilla,trepar,2,"2,65","0,6601",382
ardilla,voladora,2,"4,52","0,6601",383
ardilla,ardido,1,"4,20","0,3300",384
ardilla,ardor,1,"1,48","0,3300",385
ardilla,Arenita,1,"0,00","0,3300",386
ardilla,brincar,1,"5,98","0,3300",387
ardilla,café,1,"4,70","0,3300",388
ardilla,calle,1,"9,81","0,3300",389
ardilla,camino,1,"4,79","0,3300",390
ardilla,campo,1,"9,20","0,3300",391
ardilla,Chapultepec,1,"5,81","0,3300",392
ardilla,chistosa,1,"5,48","0,3300",393
ardilla,comer,1,"2,25","0,3300",394
ardilla,comida,1,"3,19","0,3300",395
ardilla,conejo,1,"6,29","0,3300",396
ardilla,cuinique,1,"3,50","0,3300",397
ardilla,curiosa,1,"4,43","0,3300",398
ardilla,derecha,1,"5,64","0,3300",399
ardilla,enojada,1,"4,67","0,3300",400
ardilla,esponjada,1,"5,46","0,3300",401
ardilla,feliz,1,"5,98","0,3300",402
ardilla,gato,1,"2,15","0,3300",403
ardilla,graciosa,1,"6,96","0,3300",404
ardilla,gris,1,"5,70","0,3300",405
ardilla,hermano,1,"7,03","0,3300",406
ardilla,huevos,1,"6,26","0,3300",407
ardilla,jirafa,1,"6,42","0,3300",408
ardilla,mamífero,1,"4,51","0,3300",409
ardilla,mascota,1,"5,14","0,3300",410
ardilla,morder,1,"2,88","0,3300",411
ardilla,mover,1,"4,15","0,3300",412
ardilla,naturaleza,1,"6,28","0,3300",413
ardilla,pepita,1,"6,12","0,3300",414
ardilla,persona,1,"2,46","0,3300",415
ardilla,plaga,1,"2,57","0,3300",416
ardilla,quesadilla,1,"4,34","0,3300",417
ardilla,rabo,1,"2,84","0,3300",418
ardilla,rama,1,"4,42","0,3300",419
ardilla,salto,1,"6,01","0,3300",420
ardilla,tierna,1,"5,75","0,3300",421
ardilla,veloz,1,"3,72","0,3300",422
ardilla,verde,1,"5,19","0,3300",423
ardilla,violenta,1,"5,40","0,3300",424
ardilla,vocacional,1,"6,87","0,3300",425
aretes,,,,,426
aretes,orejas,57,"3,85","188,742",427
aretes,mujer,44,"3,44","145,695",428
aretes,accesorio,32,"5,06","105,960",429
aretes,collar,13,"3,46","43,046",430
aretes,adorno,10,"5,25","33,113",431
aretes,bonitos,10,"4,96","33,113",432
aretes,oro,10,"3,29","33,113",433
aretes,belleza,9,"4,63","29,801",434
aretes,joya,8,"4,27","26,490",435
aretes,oído,6,"3,71","19,868",436
aretes,niña,5,"3,99","16,556",437
aretes,pulsera,5,"4,60","16,556",438
aretes,grandes,4,"4,48","13,245",439
aretes,pendientes,4,"4,12","13,245",440
aretes,joyería,3,"6,54","0,9934",441
aretes,largos,3,"4,95","0,9934",442
aretes,moda,3,"4,99","0,9934",443
aretes,poner,3,"2,79","0,9934",444
aretes,anillo,2,"3,46","0,6623",445
aretes,arreglarse,2,"2,10","0,6623",446
aretes,brillo,2,"5,81","0,6623",447
aretes,chicos,2,"3,98","0,6623",448
aretes,colgar,2,"5,68","0,6623",449
aretes,coqueta,2,"4,55","0,6623",450
aretes,adornar,1,"4,93","0,3311",451
aretes,amor,1,"3,67","0,3311",452
aretes,aventar,1,"5,39","0,3311",453
aretes,azules,1,"8,17","0,3311",454
aretes,bola,1,"2,09","0,3311",455
aretes,bolsa,1,"2,75","0,3311",456
aretes,buenos,1,"2,29","0,3311",457
aretes,cabello,1,"4,62","0,3311",458
aretes,cachetes,1,"3,78","0,3311",459
aretes,cadena,1,"3,40","0,3311",460
aretes,cara,1,"3,73","0,3311",461
aretes,caros,1,"2,50","0,3311",462
aretes,colgantes,1,"4,23","0,3311",463
aretes,colguije,1,"4,87","0,3311",464
aretes,diamante,1,"4,03","0,3311",465
aretes,dolor,1,"2,68","0,3311",466
aretes,dos,1,"3,29","0,3311",467
aretes,elegantes,1,"5,90","0,3311",468
aretes,estética,1,"5,40","0,3311",469
aretes,fan,1,"3,01","0,3311",470
aretes,feos,1,"2,28","0,3311",471
aretes,fiesta,1,"4,63","0,3311",472
aretes,inútil,1,"10,02","0,3311",473
aretes,lindo,1,"6,25","0,3311",474
aretes,lujo,1,"2,60","0,3311",475
aretes,mariposas,1,"7,37","0,3311",476
aretes,peinado,1,"4,35","0,3311",477
aretes,pequeño,1,"7,62","0,3311",478
aretes,perforación,1,"3,26","0,3311",479
aretes,perlas,1,"3,78","0,3311",480
aretes,pestañas,1,"5,01","0,3311",481
aretes,piar,1,"1,50","0,3311",482
aretes,piedra,1,"4,64","0,3311",483
aretes,piercing,1,"5,40","0,3311",484
aretes,pintura,1,"10,01","0,3311",485
aretes,plata,1,"5,15","0,3311",486
aretes,radio,1,"4,35","0,3311",487
aretes,reloj,1,"4,31","0,3311",488
aretes,rojos,1,"5,79","0,3311",489
aretes,ropa,1,"4,85","0,3311",490
aretes,shampoo,1,"2,67","0,3311",491
aretes,sucios,1,"3,67","0,3311",492
aretes,utensilio,1,"10,01","0,3311",493
aretes,verdes,1,"3,51","0,3311",494
aretes,zapatos,1,"0,00","0,3311",495
aspiradora,,,,,496
aspiradora,polvo,71,"4,07","258,182",497
aspiradora,limpiar,61,"4,53","221,818",498
aspiradora,limpieza,43,"5,02","156,364",499
aspiradora,limpio,8,"4,29","29,091",500
aspiradora,aire,7,"3,28","25,455",501
aspiradora,suciedad,7,"5,56","25,455",502
aspiradora,alfombra,6,"5,19","21,818",503
aspiradora,sucio,6,"3,50","21,818",504
aspiradora,basura,5,"3,55","18,182",505
aspiradora,tierra,5,"5,13","18,182",506
aspiradora,casa,4,"4,28","14,545",507
aspiradora,aseo,3,"4,36","10,909",508
aspiradora,ruido,3,"3,99","10,909",509
aspiradora,barrer,2,"3,77","0,7273",510
aspiradora,mugre,2,"3,90","0,7273",511
aspiradora,piso,2,"3,72","0,7273",512
aspiradora,sacudir,2,"7,62","0,7273",513
aspiradora,trabajo,2,"3,84","0,7273",514
aspiradora,tubo,2,"4,14","0,7273",515
aspiradora,utensilio,2,"7,33","0,7273",516
aspiradora,acaros,1,"3,56","0,3636",517
aspiradora,aspirar,1,"4,40","0,3636",518
aspiradora,bolsa,1,"3,68","0,3636",519
aspiradora,cabello,1,"4,33","0,3636",520
aspiradora,chupar,1,"8,42","0,3636",521
aspiradora,coche,1,"5,08","0,3636",522
aspiradora,dios,1,"5,93","0,3636",523
aspiradora,escoba,1,"3,29","0,3636",524
aspiradora,jeta,1,"1,09","0,3636",525
aspiradora,lavar,1,"5,87","0,3636",526
aspiradora,luz,1,"2,82","0,3636",527
aspiradora,manguera,1,"6,56","0,3636",528
aspiradora,pedal,1,"1,95","0,3636",529
aspiradora,plancha,1,"4,53","0,3636",530
aspiradora,recogedor,1,"5,20","0,3636",531
aspiradora,recoger,1,"7,75","0,3636",532
aspiradora,secadora,1,"8,25","0,3636",533
aspiradora,secar,1,"5,25","0,3636",534
aspiradora,sonido,1,"3,86","0,3636",535
aspiradora,succionar,1,"3,15","0,3636",536
aspiradora,tapete,1,"4,18","0,3636",537
aspiradora,tragar,1,"3,75","0,3636",538
aspiradora,vieja,1,"3,78","0,3636",539
autobús,,,,,540
autobús,transporte,49,"5,36","178,182",541
autobús,viaje,26,"3,99","94,545",542
autobús,gente,19,"4,20","69,091",543
autobús,camión,19,"4,46","69,091",544
autobús,viajar,15,"4,66","54,545",545
autobús,pasajeros,13,"4,64","47,273",546
autobús,escuela,8,"4,96","29,091",547
autobús,chofer,6,"5,06","21,818",548
autobús,grande,5,"4,02","18,182",549
autobús,niño,5,"3,69","18,182",550
autobús,personas,5,"4,94","18,182",551
autobús,calle,4,"4,63","14,545",552
autobús,pasaje,4,"3,14","14,545",553
autobús,rojo,4,"3,70","14,545",554
autobús,traslado,4,"6,79","14,545",555
autobús,carro,3,"5,18","10,909",556
autobús,escolar,3,"5,08","10,909",557
autobús,lleno,3,"4,75","10,909",558
autobús,metrobús,3,"4,90","10,909",559
autobús,parada,3,"3,61","10,909",560
autobús,carretera,2,"7,57","0,7273",561
autobús,colectivo,2,"4,38","0,7273",562
autobús,metro,2,"4,52","0,7273",563
autobús,moto,2,"3,64","0,7273",564
autobús,rápido,2,"4,36","0,7273",565
autobús,ruta,2,"6,37","0,7273",566
autobús,transportar,2,"4,62","0,7273",567
autobús,tren,2,"3,48","0,7273",568
autobús,ADO,1,"7,30","0,3636",569
autobús,amarillo,1,"9,35","0,3636",570
autobús,asiento,1,"4,46","0,3636",571
autobús,atorado,1,"8,68","0,3636",572
autobús,boleto,1,"7,41","0,3636",573
autobús,caro,1,"2,95","0,3636",574
autobús,ciudad,1,"4,87","0,3636",575
autobús,correr,1,"3,09","0,3636",576
autobús,cuatro,1,"2,97","0,3636",577
autobús,DF,1,"6,42","0,3636",578
autobús,dinero,1,"3,15","0,3636",579
autobús,ESCOM,1,"3,09","0,3636",580
autobús,esperar,1,"4,13","0,3636",581
autobús,estudiante,1,"6,13","0,3636",582
autobús,faro,1,"5,82","0,3636",583
autobús,gasolina,1,"4,50","0,3636",584
autobús,gris,1,"8,74","0,3636",585
autobús,Lar,1,"1,20","0,3636",586
autobús,lento,1,"3,85","0,3636",587
autobús,limpieza,1,"5,39","0,3636",588
autobús,llanta,1,"3,96","0,3636",589
autobús,llevar,1,"2,45","0,3636",590
autobús,lugar,1,"3,40","0,3636",591
autobús,manejar,1,"3,63","0,3636",592
autobús,Mexibus,1,"5,91","0,3636",593
autobús,México,1,"5,44","0,3636",594
autobús,miedo,1,"4,85","0,3636",595
autobús,Morelia,1,"5,21","0,3636",596
autobús,muchos,1,"6,99","0,3636",597
autobús,pan,1,"0,90","0,3636",598
autobús,pasear,1,"6,38","0,3636",599
autobús,paseo,1,"9,84","0,3636",600
autobús,proletariado,1,"6,37","0,3636",601
autobús,público,1,"5,41","0,3636",602
autobús,ruedas,1,"5,67","0,3636",603
autobús,taxi,1,"3,65","0,3636",604
autobús,TEC,1,"2,26","0,3636",605
autobús,tour,1,"4,96","0,3636",606
autobús,tráfico,1,"3,36","0,3636",607
autobús,Transvale,1,"9,46","0,3636",608
autobús,vehículo,1,"5,24","0,3636",609
autobús,verde,1,"4,85","0,3636",610
autobús,vías,1,"4,22","0,3636",611
autobús,volar,1,"3,66","0,3636",612
autobús,vómito,1,"5,32","0,3636",613
avión,,,,,614
avión,volar,75,"3,38","272,727",615
avión,aire,31,"3,71","112,727",616
avión,viaje,31,"4,33","112,727",617
avión,cielo,19,"4,62","69,091",618
avión,vuelo,17,"4,13","61,818",619
avión,nubes,13,"3,90","47,273",620
avión,viajar,12,"4,59","43,636",621
avión,transporte,8,"5,67","29,091",622
avión,aeropuerto,5,"5,67","18,182",623
avión,alas,4,"3,60","14,545",624
avión,altura,4,"6,33","14,545",625
avión,helicóptero,4,"5,98","14,545",626
avión,pasajero,4,"4,30","14,545",627
avión,blanco,3,"6,66","10,909",628
avión,jet,3,"5,38","10,909",629
avión,aeroplano,2,"5,60","0,7273",630
avión,grande,2,"3,36","0,7273",631
avión,nave,2,"4,78","0,7273",632
avión,accidente,1,"4,68","0,3636",633
avión,aéreo,1,"5,64","0,3636",634
avión,aerolínea,1,"4,71","0,3636",635
avión,aeronave,1,"5,27","0,3636",636
avión,alto,1,"3,15","0,3636",637
avión,alzado,1,"9,17","0,3636",638
avión,ángel,1,"9,51","0,3636",639
avión,aventón,1,"8,39","0,3636",640
avión,avioneta,1,"3,37","0,3636",641
avión,Boeing,1,"5,86","0,3636",642
avión,boleto,1,"5,53","0,3636",643
avión,carro,1,"3,35","0,3636",644
avión,Jal,1,"3,77","0,3636",645
avión,libertad,1,"4,58","0,3636",646
